,CS,GS,MIC,MIR,New_MIR,DMIR,GCG,CPG,GCCPG,r_1st_2nd_RM,p_1st_2nd_RM,GS95
36,0.631936447,0.588834828,1.398913244,25.28074303,1.055064446,5.704585527,GC,Core,CoreGC,0.143829902,0.024948681,0.531357798
37,0.533634305,0.930414365,1.567699629,27.70722265,1.197959804,3.662739935,GC,Peri,PeriGC,0.298986585,2.08E-06,0.531357798
38,0.040191994,0.623624138,0.903569125,16.65202985,0.795169694,0.798668748,GC,Peri,PeriGC,0.015467982,0.810413175,0.531357798
39,0.285715511,0.78870069,1.120158231,33.36440478,1.553877678,5.248683686,GC,Peri,PeriGC,0.219222629,0.000578109,0.531357798
40,0.820746693,0.287623101,1.712128183,151.5043588,4.887717421,4.259138321,NGC,Core,CoreNGC,0.105539157,0.100735875,0.531357798
41,0.565815859,0.521178703,2.097561142,97.53915854,3.492616308,7.609638277,NGC,Peri,PeriNGC,0.016419823,0.798987959,0.531357798
42,0.68827512,-0.066851108,2.229224647,84.32755661,3.069098154,5.898656102,NGC,Core,CoreNGC,0.69012314,1.05E-35,0.531357798
43,0.855803009,-0.497147016,1.29990799,46.08006577,2.353388445,3.591267482,NGC,Core,CoreNGC,0.048494187,0.4517537,0.531357798
44,0.802340004,0.329743363,1.677389662,65.4600755,3.088664023,4.274097352,NGC,Core,CoreNGC,0.034212886,0.595604816,0.531357798
45,0.656380104,-0.070743548,2.305433168,111.0049505,3.840424804,6.227318983,NGC,Core,CoreNGC,0.147604274,0.0213532,0.531357798
46,0.887716376,0.526223196,1.774518441,56.35240337,2.296690225,5.436042361,NGC,Core,CoreNGC,0.684113084,6.99E-35,0.531357798
47,0.752459309,0.011642576,1.951648341,66.74507835,2.265342034,6.723976183,NGC,Core,CoreNGC,0.127803165,0.046574404,0.531357798
48,0.593646846,0.163929101,2.390309938,76.1567457,2.500095039,6.462798109,NGC,Peri,PeriNGC,0.629735866,2.98E-28,0.531357798
49,0.736026505,-0.184180649,1.937670947,76.29370909,2.575089584,5.057402273,NGC,Core,CoreNGC,0.41363527,1.84E-11,0.531357798
50,0.790493889,-0.419386786,1.554850178,47.20995837,1.648659049,3.89137375,NGC,Core,CoreNGC,0.214903417,0.000745632,0.531357798
51,0.657824473,0.473144011,1.633139382,55.51081113,1.898257531,2.795881332,NGC,Core,CoreNGC,0.213362266,0.000815534,0.531357798
52,0.126308851,-0.02423005,1.608783577,71.83629874,2.340306744,3.839616645,NGC,Peri,PeriNGC,0.102406189,0.111314566,0.531357798
53,0.300062602,0.137924533,1.38109813,49.41188125,1.868526411,6.303417447,NGC,Peri,PeriNGC,0.001004125,0.987575805,0.531357798
